genesymbol	log2FoldChange	padj	genename	chromosome_name	idx
YDR296W	-1.15316915792025	0.486549267316318	MHR1	4	211
YDR297W	0.037144103855276	0.80051018950423	SUR2	4	211
YDR298C	0.178324014269461	0.000285399727915489	ATP5	4	211
YDR299W	-1.13291013695928	0.00312271346969626	BFR2	4	211
YDR300C	-0.989419021773963	0.116087300428813	PRO1	4	212
YDR301W	-0.240782763176078	0.96082011855307	CFT1	4	212
YDR302W	-0.410521688768186	0.909804233467016	GPI11	4	213
YDR303C	-0.408431571570791	0.882792046689625	RSC3	4	213
YDR304C	0.233261992791571	0.157361048499362	CPR5	4	214
YDR305C	-0.131057193950734	0.964209919678315	NA	4	214
YDR306C	-0.502400645202839	0.854513225732772	NA	4	214
YDR307W	-0.33367744480862	0.0096178318002788	PMT7	4	215
YDR308C	-0.42343266526394	0.222778481676736	SRB7	4	215
YDR309C	0.481425584663058	0.106740690177085	GIC2	4	215
YDR310C	-0.0969026556542801	0.705680752443459	SUM1	4	216
YDR311W	-0.205625289907964	0.529290325440773	TFB1	4	217
YDR312W	1.90413458799371	6.99239734839397e-14	SSF2	4	217
YDR313C	0.534285397039677	0.370042202461061	PIB1	4	217
YDR314C	0.711781796097069	0.0620440940509045	RAD34	4	218
YDR315C	-0.242652119985452	0.916268652485458	IPK1	4	218
YDR316W	0.138904779746411	0.000422338858230673	OMS1	4	218
YDR317W	-0.106903392183165	0.795378813655924	HIM1	4	220
YDR318W	0.587712106863853	0.456181924681051	MCM21	4	220
YDR319C	1.72436169592455	0.104537256353661	YFT2	4	221
YDR320C	-0.563517698037511	0.341698759098653	SWA2	4	221
YDR320C-A	0.707674247028341	0.38305401699451	DAD4	4	221
YDR321W	-0.848574774131214	0.125334947527183	ASP1	4	221
YDR322C-A	0.728050056298112	0.0526114668865106	TIM11	4	222
YDR322W	0.0818977218977665	0.000393268139594196	MRPL35	4	222
YDR323C	-0.890005028236426	0.591077630449971	PEP7	4	222
YDR324C	0.184194081570368	0.00285225504812842	UTP4	4	222
YDR325W	0.865076960186575	0.00937506120992697	YCG1	4	223
YDR326C	-0.312321988764665	0.855269611044095	YSP2	4	224
YDR328C	0.444648637002458	0.746827583923993	SKP1	4	225
YDR329C	0.141173223245583	0.833017262373353	PEX3	4	225
YDR330W	0.373487394827927	0.791481916042096	UBX5	4	225
YDR331W	-0.533924235601537	0.0433208866488755	GPI8	4	225
YDR332W	0.794167205956736	0.241021089072415	IRC3	4	226
YDR333C	-0.905167985624058	0.368738110827166	RQC1	4	226
YDR334W	0.0341219347896285	0.818010180112961	SWR1	4	227
YDR335W	1.04386736555114	0.386363019997648	MSN5	4	228
YDR336W	0.331840276685464	0.48399201773288	MRX8	4	229
YDR337W	0.94634285000143	0.20754646275716	MRPS28	4	229
YDR338C	1.53058198523059	0.00188867489122755	NA	4	229
YDR339C	0.0405215566672707	0.120113491332073	FCF1	4	229
YDR341C	-0.589795738069766	0.0585675711905901	NA	4	230
YDR344C	0.523973902590478	0.0562817342489152	NA	4	232
YDR345C	-0.277381950515291	0.189870435368625	HXT3	4	232
YDR346C	0.116130797249928	0.949744172025987	SVF1	4	233
YDR347W	-0.0448972726310656	0.539839441139434	MRP1	4	233
YDR348C	1.55618962293051	9.34227056108975e-10	PAL1	4	234
YDR349C	-1.00768076525567	0.262386122100368	YPS7	4	234
YDR350C	0.884144578215582	0.747130447040138	ATP22	4	235
YDR351W	0.585097705999531	0.693957611312572	SBE2	4	235
YDR352W	-0.332845862762314	0.874952285571802	YPQ2	4	236
YDR353W	-0.316977299371248	0.80119910151668	TRR1	4	236
YDR354W	0.0593001552530054	0.477204629127418	TRP4	4	236
YDR356W	0.751951904303421	0.292030069453383	SPC110	4	237
YDR357C	0.428527872976973	0.473255149329859	CNL1	4	237
YDR358W	-0.137266222288663	0.445591464492527	GGA1	4	238
YDR359C	-0.440620642947303	0.0720574471637012	EAF1	4	238
YDR361C	0.356642937186762	0.903186195111896	BCP1	4	239
YDR362C	0.817181006305575	0.000444669366224152	TFC6	4	239
YDR363W	0.249566112392372	0.269286392589732	ESC2	4	239
YDR363W-A	0.563013073239824	0.31379996468383	SEM1	4	240
YDR364C	-0.132720675647254	1.11238081222666e-05	CDC40	4	240
YDR365C	-1.13384377889732	0.00338267199517949	ESF1	4	240
YDR366C	-1.58639333325842	0.000157088254703949	NA	4	242
YDR367W	0.312827102851892	0.508028063605108	KEI1	4	242
YDR368W	-0.696362896236719	0.00142248383885751	YPR1	4	242
YDR369C	0.648539106374921	0.270051662174341	XRS2	4	243
YDR370C	0.112215292019796	0.960379425887172	DXO1	4	243
YDR371W	1.94840128247435	0.0676593232434794	CTS2	4	243
YDR372C	0.333080610245309	0.931506603401919	VPS74	4	244
YDR373W	1.77486636828243	7.70769720940449e-10	FRQ1	4	244
YDR374C	-0.854620927144947	0.453158308335247	PHO92	4	244
YDR375C	2.01380793699565	0.0400485475293529	BCS1	4	245
YDR376W	0.583344352669061	1.61089516718649e-05	ARH1	4	245
YDR377W	-0.195379190481675	0.837447032218099	ATP17	4	245
YDR378C	0.318761117170751	0.0841895193884007	LSM6	4	245
YDR379C-A	3.23669087208546	0.0196473769313727	SDH6	4	246
YDR379W	3.78242032332547	0.00363486149306692	RGA2	4	246
YDR380W	-0.9785269858342	1.97507121900362e-05	ARO10	4	246
YDR381C-A	1.35553166476355	0.0274625252356545	NA	4	247
YDR381W	-0.0943591239370189	0.126154779748728	YRA1	4	247
YDR382W	-0.279816328708466	0.911957949873106	RPP2B	4	247
YDR383C	2.60684548881009	0.192800052060618	NKP1	4	247
YDR384C	1.3395494318651	5.77194855158244e-08	ATO3	4	248
YDR385W	-0.175879920200751	0.492239786232478	EFT1	4	248
YDR386W	0.584224439096684	0.130210134505656	MUS81	4	249
YDR387C	-0.165812256692914	0.97008821341676	CIN10	4	249
YDR388W	1.10910101599034	0.349482824470669	RVS167	4	250
YDR389W	0.584422645108898	0.515586979921818	SAC7	4	250
YDR390C	1.82384052934503	0.128891908223915	UBA2	4	250
YDR391C	1.12177824110534	0.187688293234792	NA	4	251
YDR392W	0.680323811688292	0.764300432468657	SPT3	4	251
YDR393W	0.178303424982732	0.546265301011115	SHE9	4	251
YDR394W	0.314981584909213	0.938244155902059	RPT3	4	252
YDR395W	-0.308147686734453	0.919918679343064	SXM1	4	252
YDR397C	0.280006630138461	0.584261429083029	NCB2	4	253
YDR398W	1.98666259101085	6.72132834280857e-19	UTP5	4	253
YDR399W	0.316101356117177	0.59890573384298	HPT1	4	254
YDR400W	0.186354761045162	0.931853653626928	URH1	4	254
YDR402C	0.976105527906644	0.488305991908283	DIT2	4	254
YDR403W	0.990305488914989	0.000167988547442666	DIT1	4	254
YDR404C	0.4171603125734	0.0136610012548726	RPB7	4	255
YDR405W	0.690201001027199	0.127133014175715	MRP20	4	255
YDR406W	-0.347432336191501	0.784955210979139	PDR15	4	255
YDR407C	0.0147597877832344	0.933527780173597	TRS120	4	256
YDR408C	-0.52824457137589	0.253157775181744	ADE8	4	257
YDR409W	-0.981932084059679	0.0593427249564411	SIZ1	4	257
YDR410C	1.99657520530932	0.040329776947273	STE14	4	258
YDR411C	1.69979683465354	0.11809930743013	DFM1	4	258
YDR412W	-0.801278735277061	0.0419375728056676	RRP17	4	258
YDR414C	0.564025558325	0.644855998331617	ERD1	4	259
YDR415C	0.516992238966518	0.892053597225547	NA	4	259
YDR416W	-0.631051313173633	0.115898251518752	SYF1	4	259
YDR418W	-0.220017932178441	0.0122632172618963	RPL12B	4	260
YDR419W	-0.785074757062584	0.477204629127418	RAD30	4	260
YDR420W	0.231300290753079	0.836689193960238	HKR1	4	261
YDR421W	-0.664351049325965	0.0839148273637434	ARO80	4	262
YDR422C	0.32590170076544	6.90460579430304e-05	SIP1	4	263
YDR423C	1.1167263910871	0.381034755129232	CAD1	4	263
YDR424C	0.139359202044504	0.974869635106783	DYN2	4	263
YDR425W	1.26735276655363	0.204534591014454	SNX41	4	264
YDR427W	0.173687867148177	0.0140641908664996	RPN9	4	264
YDR428C	0.680976014942428	0.041433658437545	BNA7	4	264
YDR429C	-0.47981528979077	0.0597424661879181	TIF35	4	264
YDR430C	-0.542740985630134	0.778801206892156	CYM1	4	265
YDR432W	0.977174526723018	0.345718230371563	NPL3	4	265
YDR434W	2.12808773094663	0.0116281150382814	GPI17	4	266
YDR435C	1.67730807779526	0.260929286215912	PPM1	4	266
YDR436W	-0.523137193996967	0.0141392681575555	PPZ2	4	266
YDR437W	-0.0767337692200125	0.972581116770592	GPI19	4	267
YDR438W	0.572360925145326	0.270988508163495	THI74	4	267
YDR439W	1.19817415611112	0.273120353702495	LRS4	4	267
YDR440W	0.361322933107193	0.679876045023562	DOT1	4	268
YDR441C	-0.0506470864003463	0.611626223904669	APT2	4	268
YDR443C	0.20682003346429	0.961976748269083	SSN2	4	269
YDR444W	-0.0745525664703882	0.00185399914242118	NA	4	270
YDR446W	0.59491807534848	0.000198791664765817	ECM11	4	270
YDR447C	-0.695486400654996	0.0100190094343835	RPS17B	4	270
YDR448W	-1.510107397605	4.22163542493524e-08	ADA2	4	271
YDR449C	-1.71536190975006	0.0328157872328246	UTP6	4	271
YDR450W	-0.631036621787553	0.408439027676226	RPS18B	4	271
YDR451C	-0.198640026571146	0.854035791802914	YHP1	4	272
YDR452W	-1.1742992264906	0.000101056036393628	PPN1	4	272
YDR453C	1.08028105710459	0.0850151362460601	TSA2	4	273
YDR454C	-1.62377900844797	0.0813605690441734	GUK1	4	273
YDR456W	0.625975242861395	0.0162508051222233	NHX1	4	273
YDR457W	-0.362834295083583	0.87307888441311	TOM1	4	273
YDR458C	-0.34766275081637	0.824381733189907	HEH2	4	276
YDR459C	0.571262774710624	0.882474568258548	PFA5	4	276
YDR460W	0.43045882002688	0.643305394053928	TFB3	4	276
YDR462W	-0.954169040488601	0.536145517479071	MRPL28	4	277
YDR463W	0.730828523004143	0.660015564381505	STP1	4	277
YDR464W	0.175236897664483	0.126008358214334	SPP41	4	277
YDR465C	0.287140648830272	0.0131674599954732	RMT2	4	278
YDR466W	-0.333035351943431	0.00503956839816816	PKH3	4	279
YDR468C	1.30164536813512	0.10437250528496	TLG1	4	279
YDR469W	1.61116451541377	0.125303766663307	SDC1	4	279
YDR470C	-0.457429870728961	0.0163673402396769	UGO1	4	279
YDR471W	-0.708473225032879	0.000298166846418019	RPL27B	4	280
YDR472W	-1.22409725792035	0.293899852250178	TRS31	4	280
YDR473C	0.300878933020231	0.893593029587346	PRP3	4	280
YDR475C	-1.09400625309783	3.86053327212326e-05	JIP4	4	281
YDR476C	-1.11785143233629	0.0316493823682188	NA	4	282
YDR477W	0.568249887966636	0.624480654403662	SNF1	4	282
YDR478W	2.15357849853923	0.0419375728056676	SNM1	4	282
YDR479C	-1.15551188341606	0.00249667123066199	PEX29	4	283
YDR480W	-0.713404569458461	0.203666047606126	DIG2	4	283
YDR481C	-0.771748908467605	0.00631841009260928	PHO8	4	283
YDR482C	0.345645862368749	0.744154282494155	CWC21	4	284
YDR483W	0.608352257092253	0.725938342270034	KRE2	4	284
YDR484W	1.10963463556356	0.378286525989747	VPS52	4	284
YDR485C	0.560371766785478	0.669515189317091	VPS72	4	284
YDR486C	0.912401578560764	0.499888839702989	VPS60	4	285
YDR487C	0.293655381768293	0.862815529783065	RIB3	4	285
YDR488C	-0.435094205433065	0.932799172344896	PAC11	4	285
YDR489W	0.461698482481554	0.466436021579946	SLD5	4	286
YDR490C	-1.09234373813766	1.04257523557689e-05	PKH1	4	286
YDR492W	-0.361604455043085	0.310789561766166	IZH1	4	286
YDR494W	1.05111169331695	0.0611148523178386	RSM28	4	287
YDR495C	-1.70749843418497	0.00203556195860332	VPS3	4	287
YDR496C	-1.33356706118403	0.033903665914072	PUF6	4	288
YDR497C	0.607172871993616	0.613073660170946	ITR1	4	288
YDR498C	-0.171922268324297	0.950248574663948	SEC20	4	289
YDR499W	-0.0225198420466012	0.0167275029914666	LCD1	4	289
YDR500C	-0.358281176472972	0.0270770284828826	RPL37B	4	290
YDR501W	0.00141130356973046	0.36006531080603	PLM2	4	290
YDR502C	-0.466232231238733	0.904693061304556	SAM2	4	290
YDR503C	-0.472544965820228	0.589263192333293	LPP1	4	291
YDR504C	-1.24445329942881	6.90460579430304e-05	SPG3	4	291
YDR505C	0.0182781714232602	0.957317994330687	PSP1	4	291
YDR506C	-0.633090110534277	0.63296712605727	GMC1	4	291
YDR507C	2.47855083702251	9.25264898504929e-13	GIN4	4	292
YDR508C	0.271650141080419	0.0383910345696903	GNP1	4	293
YDR510W	0.179422393367985	0.492239786232478	SMT3	4	293
YDR511W	1.70945414092324	0.104848677020091	SDH7	4	294
YDR512C	0.157173432537066	0.838309754989585	EMI1	4	294
YDR513W	-0.569525234123184	0.908367363868009	GRX2	4	294
YDR514C	2.42006393372956	0.0581311563184565	NA	4	294
YDR515W	1.46453588710021	2.1371012411025e-13	SLF1	4	294
YDR516C	-0.0819349512606777	0.0025883040473088	EMI2	4	294
YDR517W	0.375776735982554	0.301914339777171	GRH1	4	295
YDR518W	0.393517472445377	1.43901853163944e-07	EUG1	4	295
YDR519W	0.00897898581245633	0.867059730265273	FPR2	4	296
YDR520C	1.73109958948165	0.0649988158182638	URC2	4	296
YDR522C	0.0633060199675559	0.940087725197656	SPS2	4	296
YDR523C	0.528220369211366	0.46366824726504	SPS1	4	297
YDR524C	0.853071345464283	0.159587419983601	AGE1	4	297
YDR524C-B	-0.826486034633853	0.265296657711386	NA	4	297
YDR524W-C	-0.317988300871291	0.00315665566249977	NA	4	297
YDR525W	-1.03907467572462	0.469956135493327	NA	4	297
YDR525W-A	-1.16474833503558	0.520367299241067	SNA2	4	298
YDR527W	-0.559378674842391	0.0239626534998979	RBA50	4	298
YDR528W	-0.0124592000949368	0.217091799967266	HLR1	4	298
YDR529C	0.28105788660541	0.499272586934818	QCR7	4	299
YDR530C	1.02631211817896	0.651061272630922	APA2	4	299
YDR531W	1.23213658222633	0.133587260218441	CAB1	4	299
YDR532C	2.47554004312352	0.0238536939559277	KRE28	4	299
YDR533C	-1.24575768740204	0.0169670049533883	HSP31	4	300
YDR534C	-0.00193353800989495	0.111483902228078	FIT1	4	300
YDR536W	-0.198379413016923	0.895372840250054	STL1	4	301
YDR539W	0.00574335260470049	0.974869635106783	FDC1	4	302
YDR540C	-0.814970426764126	0.337131582043337	IRC4	4	303
YDR541C	1.1759258845317	6.26319299278634e-05	NA	4	303
YIL001W	-0.115808143904785	0.909804233467016	NA	9	70
YIL002C	1.97895715494124	0.0604100183079032	INP51	9	70
YIL002W-A	1.01239747795475	0.375929011994947	NA	9	70
YIL003W	0.699792709793134	0.188558417951029	CFD1	9	69
YIL004C	1.92020612672701	0.0769078901908687	BET1	9	69
YIL005W	0.726521190483337	0.611655774142187	EPS1	9	69
YIL006W	-1.21075150712246	0.0704390207747779	YIA6	9	68
YIL007C	0.641975468161527	0.797742752148315	NAS2	9	68
YIL008W	1.61449620735359	0.0122688287032631	URM1	9	68
YIL009C-A	2.39184490397042	0.00479473397034188	EST3	9	67
YIL009W	-0.656008663556062	0.828967403857194	FAA3	9	67
YIL010W	0.720870405239112	0.598277560926338	DOT5	9	66
YIL011W	1.51840996136407	0.172947679990092	TIR3	9	66
YIL012W	1.67832013222679	0.392522030228638	NA	9	66
YIL013C	0.0536037133108576	0.531408937820927	PDR11	9	65
YIL014C-A	0.255798077575888	0.820156373845843	NA	9	65
YIL014W	0.176476163124349	0.660370924196632	MNT3	9	65
YIL015W	-0.11729516083686	0.0781678898409893	BAR1	9	64
YIL016W	-0.622807964254092	0.63393527584392	SNL1	9	64
YIL017C	-0.047882665499513	0.63290504521773	VID28	9	63
YIL018W	-0.701910676275389	0.0108936712202335	RPL2A	9	63
YIL019W	-2.27484243844166	0.000104886940677669	FAF1	9	63
YIL020C	-0.315389762835043	0.00980702693349059	HIS6	9	62
YIL021W	-0.392993592803259	0.111988710213978	RPB3	9	62
YIL022W	-0.302581344922102	0.509940422420939	TIM44	9	62
YIL023C	1.75885551349549	0.000174151113392051	YKE4	9	61
YIL024C	2.38206350833683	0.258096318922402	NA	9	61
YIL026C	0.668914013618991	0.429531288749692	IRR1	9	60
YIL030C	0.0338579178965256	0.448412318242226	SSM4	9	59
YIL031W	1.21853845726604	0.00151597475479206	ULP2	9	58
YIL033C	-1.36091144072386	0.00274023197230562	BCY1	9	58
YIL034C	-1.5987749737739	0.000162098533995306	CAP2	9	57
YIL035C	-0.0364634850962011	0.372449576439207	CKA1	9	57
YIL036W	-0.252984849732523	0.0221270292952792	CST6	9	57
YIL037C	-0.365973719981548	0.842431648252602	PRM2	9	56
YIL038C	0.49722452691945	0.824389602671821	NOT3	9	56
YIL039W	-0.228831900633576	0.917065932723599	TED1	9	55
YIL040W	0.124291835331212	0.193319763580317	APQ12	9	55
YIL041W	0.469200583764236	0.756467172696326	GVP36	9	55
YIL042C	1.44032125824072	0.597092677395882	PKP1	9	55
YIL043C	-0.197094109678311	0.217229978506779	CBR1	9	54
YIL044C	0.225519309256308	0.431772858714081	AGE2	9	54
YIL045W	2.28948344788388	0.0567058922240804	PIG2	9	54
YIL046W	-0.088685174693378	0.589459001257124	MET30	9	53
YIL046W-A	2.0811778304145	0.429929722629157	NA	9	53
YIL047C	0.673989336093477	0.478074853323748	SYG1	9	53
YIL048W	-1.10590006809231	0.198785627887869	NEO1	9	52
YIL049W	0.676018495716365	0.549989719649541	DFG10	9	52
YIL050W	0.154747744291296	0.312305401554818	PCL7	9	51
YIL051C	0.457158665981488	0.785490132663839	MMF1	9	51
YIL052C	-0.251953079715939	0.0178713932093966	RPL34B	9	51
YIL053W	-0.212487901118101	0.0107750975318853	GPP1	9	51
YIL054W	0.991372602360361	0.547581656823052	NA	9	50
YIL055C	1.89623758119828	0.114288043286299	NA	9	50
YIL056W	2.27362372059492	0.0981240442570094	VHR1	9	49
YIL060W	0.308281660396365	0.0124062158531789	NA	9	49
YIL061C	-0.776110004058488	0.681846327342611	SNP1	9	48
YIL062C	3.98539886077235	1.97507121900362e-05	ARC15	9	48
YIL063C	1.53004764635758	2.49673673646551e-08	YRB2	9	48
YIL064W	0.151398919593939	0.115353532123096	EFM4	9	48
YIL065C	1.38318689746511	0.647738249363593	FIS1	9	48
YIL066C	0.641940355712295	0.0750205896765977	RNR3	9	47
YIL067C	0.615737064282275	4.70322918804639e-06	NA	9	47
YIL068C	0.319713314812301	0.909238064465244	SEC6	9	46
YIL069C	-0.644972591888233	0.0275816325874047	RPS24A	9	46
YIL070C	-0.705461681287879	0.725938342270034	MAM33	9	46
YIL071C	0.63536227342169	0.114457920008747	PCI8	9	45
YIL072W	0.0758586858664033	0.770379079220141	HOP1	9	45
YIL073C	0.49321879782545	0.660370924196632	SPO22	9	44
YIL074C	1.21223354362865	0.341698759098653	SER33	9	44
YIL075C	1.90830915755687	0.100046855560061	RPN2	9	43
YIL076W	2.08734520563773	0.203872394065995	SEC28	9	43
YIL077C	-1.6799817829364	0.062307370684153	NA	9	42
YIL078W	-0.106481815250252	0.215844403266245	THS1	9	42
YIL079C	-0.355799377904985	0.901381892690907	AIR1	9	42
YIL082W-A	-0.383011175588346	0.71587111347097	NA	9	41
YIL083C	-0.346012667141211	0.780591397123797	CAB2	9	40
YIL084C	-0.518159952190862	0.728026134199922	SDS3	9	40
YIL085C	0.0359747215194723	0.698897489999833	KTR7	9	40
YIL086C	0.7208623951061	0.0194394174528928	NA	9	40
YIL087C	-0.752048600926029	0.755452397588759	AIM19	9	39
YIL088C	0.100434803158047	0.862815529783065	AVT7	9	39
YIL089W	0.240863283383995	0.328900906348659	NA	9	39
YIL090W	0.101040524874142	0.0567844098937726	ICE2	9	38
YIL091C	0.110859747248569	0.229391490296638	UTP25	9	38
YIL092W	-1.43272090076673	8.09135327960597e-07	NA	9	37
YIL093C	-0.093459381344477	0.590325617732682	RSM25	9	37
YIL094C	0.120512617550702	0.240164371319256	LYS12	9	37
YIL095W	-0.29874964028838	0.00116719866899667	PRK1	9	36
YIL096C	0.550431624528865	4.09109214763467e-05	BMT5	9	36
YIL097W	1.10690530208892	0.312877723004254	FYV10	9	36
YIL098C	0.15296636260916	0.441091987019553	FMC1	9	35
YIL099W	-1.00266555871092	0.0142952206796314	SGA1	9	35
YIL101C	-1.33104886508148	0.0679791438555403	XBP1	9	35
YIL102C	-0.0744714886998611	0.519994076082311	NA	9	34
YIL102C-A	0.514162580568267	4.03097509529005e-06	NA	9	34
YIL103W	0.664879916778925	0.193863038260007	DPH1	9	34
YIL104C	-0.949552906230535	0.6546902585975	SHQ1	9	33
YIL105C	-0.21084067338579	0.800725303725625	SLM1	9	33
YIL105W-A	0.672429533342065	0.46963734802788	NA	9	33
YIL106W	2.25977213417281	0.0190891739437383	MOB1	9	33
YIL107C	2.11825067141812	1.01305883719216e-06	PFK26	9	32
YIL108W	0.942168093770173	0.235925595703857	NA	9	32
YIL109C	1.5861981100946	0.0867574278787231	SEC24	9	31
YIL110W	1.9514954874468	1.92722136035152e-05	HPM1	9	31
YIL111W	-0.477205430971588	0.0678600645241816	NA	9	31
YIL112W	1.04378718895813	0.00209676385576451	HOS4	9	30
YIL113W	-1.24267180696324	0.0402475765939007	SDP1	9	30
YIL114C	-2.26553461766626	0.174669920851726	POR2	9	29
YIL115C	-1.40690231539215	0.0573316728269354	NUP159	9	28
YIL116W	1.39774342804804	0.311756725768049	HIS5	9	28
YIL117C	2.26023250853247	0.0153815646642801	PRM5	9	28
YIL118W	0.891155194249544	0.431191001462663	RHO3	9	27
YIL119C	-2.04437810227132	7.89083322873642e-09	RPI1	9	27
YIL120W	-0.104594354790875	0.888670682932073	QDR1	9	26
YIL121W	0.0331501361089808	0.920549564287817	QDR2	9	26
YIL123W	1.44621873013311	0.173155253401358	SIM1	9	25
YIL124W	-0.565471708309567	0.6935927950334	AYR1	9	25
YIL125W	0.419648235341845	0.51705662603358	KGD1	9	24
YIL126W	0.151959007671497	0.130210134505656	STH1	9	23
YIL127C	1.32815561740525	0.00559653746821594	RRT14	9	23
YIL128W	-1.69534288452801	2.52730587299937e-07	MET18	9	22
YIL129C	-0.910622951686227	0.471618826013312	TAO3	9	21
YIL130W	-0.27079886316545	0.298564596232302	ASG1	9	20
YIL131C	-0.314741122180541	0.241340588248264	FKH1	9	20
YIL132C	-0.56233779125402	0.817361526702447	CSM2	9	19
YIL133C	-0.453730304905836	0.0246956201073625	RPL16A	9	19
YIL134W	0.665142064180991	0.674062435935392	FLX1	9	19
YIL135C	0.251681724055929	0.946179453439652	VHS2	9	19
YIL136W	-0.36184427578079	0.678586054951369	OM45	9	18
YIL137C	0.315943915287149	0.0726061262931481	TMA108	9	17
YIL138C	-0.102408791353539	0.542064264538974	TPM2	9	17
YIL139C	-0.0458353506785089	0.116622737695188	REV7	9	17
YIL140W	-0.0560555788026721	0.290641522976041	AXL2	9	17
YIL142W	0.938600128996028	0.135822499836424	CCT2	9	16
YIL143C	0.45698281014363	0.174897534003853	SSL2	9	16
YIL144W	1.57687914448098	0.228273412561193	NDC80	9	15
YIL145C	1.43233560678758	1.41588551876098e-05	PAN6	9	15
YIL146C	-1.25794705009766	0.0960015917024351	ATG32	9	14
YIL147C	-0.617063619267528	0.474283230153057	SLN1	9	13
YIL148W	1.34571156288284	0.0101991929778116	RPL40B	9	13
YIL149C	-0.117592137588113	0.105392552368306	MLP2	9	12
YIL150C	-0.575334786104369	0.0285421849176576	MCM10	9	12
YIL151C	0.88607990980557	0.454665693838619	ESL1	9	11
YIL152W	-0.416795772397947	0.621352794926474	NA	9	11
YIL153W	0.737283133629782	0.0029984831528576	RRD1	9	11
YIL154C	0.635291463643619	0.63276323626724	IMP2'	9	10
YIL155C	-0.236324975747757	0.678718283551204	GUT2	9	10
YIL156W	0.604031050925691	0.824381733189907	UBP7	9	9
YIL157C	-0.855145836049291	0.456784436290446	COA1	9	9
YIL158W	1.38467545201889	0.114288043286299	AIM20	9	9
YIL159W	1.61345576606419	1.94841097197092e-08	BNR1	9	8
YIL160C	-0.716878909712481	0.0228486475697658	POT1	9	8
YIL161W	0.405349638268083	0.484059230031523	NA	9	7
YIL162W	-0.982644001061707	0.76119941519582	SUC2	9	7
YIL163C	-0.43509693591132	0.764830046944781	NA	9	7
YIL166C	-0.0479287409356702	0.938244155902059	NA	9	6
YIL169C	-1.61669868751623	0.00298948926212656	CSS1	9	4
YIL170W	1.23076746744001	0.0147743996376624	NA	9	3
YIL171W	1.06975298432506	0.144627125550346	NA	9	3
YIR001C	0.526123219182626	0.599483975441857	SGN1	9	71
YIR002C	3.6079682433967	6.63439055000091e-15	MPH1	9	71
YIR003W	0.213570272523128	0.950248574663948	AIM21	9	72
YIR004W	0.952721995444257	0.446614038065696	DJP1	9	72
YIR005W	0.633659906088662	0.722426611195259	IST3	9	72
YIR006C	0.705145872427646	0.629255710903641	PAN1	9	73
YIR007W	0.61205197334936	0.26711621685649	EGH1	9	74
YIR008C	1.44776686278622	0.306408923941196	PRI1	9	74
YIR009W	-1.13368155385982	0.0195435032071256	MSL1	9	74
YIR010W	-0.61949184262616	0.792459906585222	DSN1	9	75
YIR011C	0.882875119866901	0.2172677947391	STS1	9	75
YIR012W	-0.438488428923012	0.222055178095546	SQT1	9	75
YIR013C	-1.27303525066158	0.531967034001891	GAT4	9	76
YIR014W	-1.0406761170968	0.238828641118555	NA	9	76
YIR015W	0.601900879937243	0.818010180112961	RPR2	9	76
YIR016W	2.13207626839372	0.121675477279681	NA	9	76
YIR017C	0.688859612091468	0.473376035007162	MET28	9	76
YIR018C-A	0.0041765339620992	0.775919861488893	NA	9	77
YIR018W	-0.0501034641751627	0.644241585264598	YAP5	9	76
YIR019C	-0.117665068587053	0.325070614644605	FLO11	9	77
YIR021W	-0.179412887752505	0.0306750073722464	MRS1	9	79
YIR021W-A	-0.479645972327637	0.733725480680799	NA	9	79
YIR022W	-1.30741736861204	0.40027152878534	SEC11	9	79
YIR023W	0.55439518252534	8.05818555030293e-10	DAL81	9	79
YIR024C	-0.0501426944904476	0.637769477469551	INA22	9	80
YIR025W	-0.706182985916635	0.134342804775186	MND2	9	80
YIR026C	-0.159382160819422	0.0279345416844959	YVH1	9	80
YIR027C	0.553668689857218	0.0192752672186302	DAL1	9	81
YIR028W	0.512764218963881	0.800725303725625	DAL4	9	81
YIR029W	-1.15448792984771	0.255543032209741	DAL2	9	82
YIR030C	-0.433763690821618	0.0486877317239156	DCG1	9	82
YIR031C	0.544590949015807	0.870172912299521	DAL7	9	82
YIR032C	-0.594740161488154	0.840406028500572	DAL3	9	83
YIR033W	0.416832926438655	0.660874074534189	MGA2	9	83
YIR034C	-0.0946839488616746	0.966031940582712	LYS1	9	83
YIR035C	-0.883460814357463	0.418329732149047	NA	9	84
YIR036C	-0.391392757884778	0.854513225732772	IRC24	9	84
YIR037W	1.15070322234987	0.517810239298776	HYR1	9	84
YIR038C	1.44439763920457	0.492239786232478	GTT1	9	84
YIR039C	-0.593012796730551	0.855657594937567	YPS6	9	86
YIR042C	-1.49475329409701	0.0942798003000198	NA	9	87
YEL001C	0.720330980288486	0.278940801193288	IRC22	5	30
YEL002C	0.746251122245764	0.631081968920824	WBP1	5	29
YEL003W	2.38960248253511	0.0544492946460109	GIM4	5	29
YEL004W	-0.877602500043897	0.457682187218346	YEA4	5	29
YEL005C	-0.467992917215481	0.778033361121351	VAB2	5	29
YEL006W	0.960734786521799	0.59890573384298	YEA6	5	28
YEL007W	-0.0504276704297007	0.399206212306797	MIT1	5	28
YEL008W	-0.331852409520108	0.647738249363593	NA	5	28
YEL009C	-0.196331418930486	0.712780659788418	GCN4	5	27
YEL009C-A	0.0115106301747588	0.653087303501731	NA	5	27
YEL011W	-1.42201731594867	0.000487056822294786	GLC3	5	26
